year_month,hotel,country,meal,market_segment,reserved_room_type,booking_id,adult_nights,children_nights,stays_in_weekend_nights,stays_in_week_nights,room_nights,revenue,adr,average_stay
2016-08,Resort Hotel,ROU,BB,Online TA,E,1,14,0,2,5,7,835.0300000000001,119.29,7.0
2016-08,Resort Hotel,ROU,BB,Online TA,G,1,8,8,2,2,4,1124.0,281.0,4.0
2016-08,Resort Hotel,ROU,FB,Offline TA/TO,D,1,14,0,2,5,7,1218.0,174.0,7.0
2016-08,Resort Hotel,ROU,HB,Offline TA/TO,A,1,10,0,1,4,5,459.5,91.9,5.0
2016-08,Resort Hotel,ROU,HB,Offline TA/TO,D,6,77,7,12,30,42,5278.07,125.66833333333332,7.0
2016-08,Resort Hotel,ROU,HB,Offline TA/TO,E,1,14,0,2,5,7,799.4,114.2,7.0
2016-08,Resort Hotel,ROU,HB,Online TA,E,1,14,7,2,5,7,1955.52,279.36,7.0
2016-08,Resort Hotel,RUS,BB,Direct,F,1,8,0,2,2,4,920.0,230.0,4.0
2016-08,Resort Hotel,RUS,BB,Online TA,D,1,10,0,1,4,5,995.0,199.0,5.0
2016-08,Resort Hotel,RUS,BB,Online TA,G,1,2,2,0,1,1,259.0,259.0,1.0
2016-08,Resort Hotel,RUS,HB,Direct,F,1,18,0,3,6,9,2132.37,236.92999999999998,9.0
2016-08,Resort Hotel,RUS,HB,Offline TA/TO,A,1,28,0,4,10,14,1146.6000000000001,81.9,14.0
2016-08,Resort Hotel,RUS,HB,Online TA,D,1,28,0,4,10,14,2664.76,190.34,14.0
2016-08,Resort Hotel,SVN,HB,Online TA,G,1,6,6,1,2,3,1061.01,353.67,3.0
2016-08,Resort Hotel,SWE,BB,Online TA,C,2,33,22,4,18,22,3564.0,162.0,11.0
2016-08,Resort Hotel,SWE,BB,Online TA,D,2,22,0,3,8,11,2295.0,208.63636363636363,5.5
2016-08,Resort Hotel,TUR,BB,Online TA,A,1,4,0,0,2,2,462.0,231.0,2.0
2016-08,Resort Hotel,TUR,BB,Online TA,D,1,10,0,1,4,5,1045.0,209.0,5.0
2016-08,Resort Hotel,URY,HB,Online TA,D,1,14,0,2,5,7,1647.03,235.29,7.0
2016-08,Resort Hotel,USA,BB,Direct,F,1,6,0,0,3,3,587.01,195.67,3.0
2016-08,Resort Hotel,USA,BB,Direct,G,1,10,0,1,4,5,1195.0,239.0,5.0
2016-08,Resort Hotel,USA,BB,Offline TA/TO,A,3,24,0,3,9,12,955.2,79.60000000000001,4.0
2016-08,Resort Hotel,USA,BB,Online TA,A,7,39,0,4,12,16,3036.98,189.81125,2.2857142857142856
2016-08,Resort Hotel,USA,BB,Online TA,C,1,6,6,1,2,3,522.0,174.0,3.0
2016-08,Resort Hotel,USA,BB,Online TA,D,2,8,0,1,3,4,649.6800000000001,162.42000000000002,2.0
2016-08,Resort Hotel,USA,BB,Online TA,E,2,3,0,0,3,3,703.58,234.52666666666667,1.5
2016-08,Resort Hotel,USA,BB,Online TA,G,2,10,4,1,4,5,1235.5,247.1,2.5
2016-08,Resort Hotel,USA,HB,Direct,D,1,14,0,2,5,7,1530.2,218.6,7.0
2016-09,City Hotel,AGO,BB,Direct,A,1,4,0,0,2,2,180.0,90.0,2.0
2016-09,City Hotel,AGO,BB,Direct,D,1,10,0,1,4,5,600.0,120.0,5.0
2016-09,City Hotel,AGO,BB,Direct,E,1,2,0,0,1,1,120.0,120.0,1.0
2016-09,City Hotel,AGO,BB,Offline TA/TO,A,1,36,0,5,13,18,1980.0,110.0,18.0
2016-09,City Hotel,AGO,BB,Online TA,A,1,1,0,0,1,1,194.0,194.0,1.0
2016-09,City Hotel,AGO,SC,Online TA,A,2,7,0,1,3,4,612.99,153.2475,2.0
2016-09,City Hotel,ARG,BB,Offline TA/TO,D,1,6,0,0,2,2,396.0,198.0,2.0
2016-09,City Hotel,ARG,BB,Online TA,D,1,18,0,2,4,6,1009.8000000000001,168.3,6.0
2016-09,City Hotel,ARG,SC,Online TA,A,4,16,0,5,5,10,1161.79,116.179,2.5
2016-09,City Hotel,AUS,BB,Direct,A,1,14,0,2,5,7,678.3000000000001,96.9,7.0
2016-09,City Hotel,AUS,BB,Direct,G,1,6,0,0,3,3,720.9000000000001,240.30000000000004,3.0
2016-09,City Hotel,AUS,BB,Offline TA/TO,A,1,7,0,2,5,7,595.0,85.0,7.0
2016-09,City Hotel,AUS,BB,Online TA,A,5,28,0,3,13,16,1805.76,112.86,3.2
2016-09,City Hotel,AUS,BB,Online TA,D,2,13,0,4,5,9,1138.15,126.46111111111112,4.5
2016-09,City Hotel,AUS,BB,Online TA,F,4,34,20,3,14,17,3056.7300000000005,179.80764705882356,4.25
2016-09,City Hotel,AUS,BB,Online TA,G,1,8,0,2,2,4,952.6,238.15,4.0
2016-09,City Hotel,AUS,SC,Online TA,A,3,13,0,4,3,7,701.41,100.20142857142856,2.3333333333333335
2016-09,City Hotel,AUT,BB,Direct,A,1,4,0,1,1,2,320.0,160.0,2.0
2016-09,City Hotel,AUT,BB,Direct,E,1,4,0,1,1,2,166.0,83.0,2.0
2016-09,City Hotel,AUT,BB,Groups,A,1,4,0,1,1,2,130.0,65.0,2.0
2016-09,City Hotel,AUT,BB,Offline TA/TO,A,3,20,0,0,10,10,850.25,85.025,3.3333333333333335
2016-09,City Hotel,AUT,BB,Offline TA/TO,D,6,53,0,5,17,22,2351.1499999999996,106.87045454545454,3.6666666666666665
2016-09,City Hotel,AUT,BB,Online TA,A,6,36,0,6,12,18,2222.9,123.49444444444445,3.0
2016-09,City Hotel,AUT,BB,Online TA,D,7,48,0,5,16,21,3050.23,145.24904761904762,3.0
2016-09,City Hotel,AUT,SC,Online TA,A,4,26,0,6,7,13,1257.5,96.73076923076923,3.25
2016-09,City Hotel,BEL,BB,Direct,A,7,48,0,3,20,23,2984.87,129.77695652173912,3.2857142857142856
2016-09,City Hotel,BEL,BB,Direct,D,1,8,0,2,2,4,493.2,123.3,4.0
2016-09,City Hotel,BEL,BB,Direct,E,1,8,0,0,4,4,694.2,173.55,4.0
2016-09,City Hotel,BEL,BB,Offline TA/TO,A,19,105,0,0,57,57,5634.87,98.85736842105263,3.0
2016-09,City Hotel,BEL,BB,Offline TA/TO,D,1,8,0,2,2,4,385.2,96.3,4.0
2016-09,City Hotel,BEL,BB,Online TA,A,27,204,4,33,70,103,12769.43,123.97504854368933,3.814814814814815
2016-09,City Hotel,BEL,BB,Online TA,B,1,8,0,2,2,4,401.2,100.3,4.0
2016-09,City Hotel,BEL,BB,Online TA,D,17,130,0,19,43,62,9029.22,145.63258064516128,3.6470588235294117
2016-09,City Hotel,BEL,BB,Online TA,F,2,20,20,4,6,10,2175.6,217.56,5.0
2016-09,City Hotel,BEL,HB,Online TA,A,1,6,0,2,1,3,491.40000000000003,163.8,3.0
2016-09,City Hotel,BEL,SC,Corporate,A,1,4,0,0,2,2,200.0,100.0,2.0
2016-09,City Hotel,BEL,SC,Direct,A,2,4,0,1,1,2,260.76,130.38,1.0
2016-09,City Hotel,BEL,SC,Online TA,A,8,36,0,9,10,19,2017.8999999999999,106.20526315789473,2.375
2016-09,City Hotel,BGR,BB,Online TA,D,1,9,0,1,2,3,426.59999999999997,142.2,3.0
2016-09,City Hotel,BLR,BB,Online TA,A,1,14,0,2,5,7,702.1,100.3,7.0
2016-09,City Hotel,BRA,BB,Corporate,A,1,4,0,0,2,2,259.46,129.73,2.0
2016-09,City Hotel,BRA,BB,Direct,A,7,14,0,0,7,7,685.0,97.85714285714286,1.0
2016-09,City Hotel,BRA,BB,Direct,D,1,2,0,0,1,1,166.0,166.0,1.0
2016-09,City Hotel,BRA,BB,Direct,E,1,4,0,1,1,2,315.88,157.94,2.0
2016-09,City Hotel,BRA,BB,Offline TA/TO,A,20,114,4,21,39,60,8103.82,135.06366666666665,3.0
2016-09,City Hotel,BRA,BB,Offline TA/TO,D,1,12,0,1,3,4,792.0,198.0,4.0
2016-09,City Hotel,BRA,BB,Offline TA/TO,E,1,4,0,0,2,2,352.0,176.0,2.0
2016-09,City Hotel,BRA,BB,Online TA,A,9,36,4,8,11,19,2308.48,121.49894736842106,2.111111111111111
2016-09,City Hotel,BRA,BB,Online TA,D,9,68,0,6,20,26,4074.06,156.6946153846154,2.888888888888889
2016-09,City Hotel,BRA,BB,Online TA,F,2,7,6,0,4,4,823.9000000000001,205.97500000000002,2.0
2016-09,City Hotel,BRA,SC,Offline TA/TO,A,1,6,0,1,2,3,255.0,85.0,3.0
2016-09,City Hotel,BRA,SC,Online TA,A,10,33,0,6,14,20,2144.39,107.2195,2.0
2016-09,City Hotel,CHE,BB,Corporate,A,2,11,0,3,4,7,823.88,117.69714285714285,3.5
2016-09,City Hotel,CHE,BB,Direct,D,1,2,0,0,2,2,280.0,140.0,2.0
2016-09,City Hotel,CHE,BB,Direct,E,1,12,0,2,4,6,1123.5,187.25,6.0
2016-09,City Hotel,CHE,BB,Direct,G,1,12,4,2,2,4,907.8,226.95,4.0
2016-09,City Hotel,CHE,BB,Groups,A,2,6,0,0,6,6,648.0,108.0,3.0
2016-09,City Hotel,CHE,BB,Offline TA/TO,A,3,20,0,3,7,10,912.0,91.2,3.3333333333333335
2016-09,City Hotel,CHE,BB,Online TA,A,15,66,1,10,27,37,4816.82,130.1843243243243,2.466666666666667
2016-09,City Hotel,CHE,BB,Online TA,B,2,12,0,0,6,6,696.5999999999999,116.09999999999998,3.0
2016-09,City Hotel,CHE,BB,Online TA,D,6,32,0,1,14,15,2319.23,154.61533333333333,2.5
2016-09,City Hotel,CHE,BB,Online TA,F,1,10,0,2,3,5,1185.0,237.0,5.0
2016-09,City Hotel,CHE,BB,Online TA,G,2,25,0,1,6,7,1614.08,230.58285714285714,3.5
2016-09,City Hotel,CHE,SC,Online TA,A,9,33,0,4,13,17,1968.1299999999999,115.77235294117646,1.8888888888888888
2016-09,City Hotel,CHL,BB,Online TA,B,2,4,8,4,0,4,745.48,186.37,2.0
2016-09,City Hotel,CHL,SC,Online TA,A,1,2,0,0,1,1,149.0,149.0,1.0
2016-09,City Hotel,CHN,BB,Direct,D,1,3,0,1,0,1,150.0,150.0,1.0
2016-09,City Hotel,CHN,BB,Offline TA/TO,A,5,10,0,6,1,7,596.5,85.21428571428571,1.4
2016-09,City Hotel,CHN,BB,Online TA,A,13,27,0,13,5,18,2112.99,117.38833333333332,1.3846153846153846
2016-09,City Hotel,CHN,BB,Online TA,D,4,32,0,2,11,13,1908.6799999999998,146.82153846153844,3.25
2016-09,City Hotel,CHN,BB,Online TA,F,2,10,10,2,3,5,972.5400000000001,194.508,2.5
2016-09,City Hotel,CHN,SC,Online TA,A,13,41,0,3,18,21,2405.7599999999998,114.55999999999999,1.6153846153846154
2016-09,City Hotel,CN,BB,Corporate,A,1,1,0,1,0,1,119.0,119.0,1.0
2016-09,City Hotel,CN,BB,Direct,A,2,6,0,0,3,3,283.9,94.63333333333333,1.5
2016-09,City Hotel,CN,BB,Offline TA/TO,A,4,16,0,4,4,8,722.61,90.32625,2.0
2016-09,City Hotel,CN,BB,Offline TA/TO,D,2,16,0,4,4,8,727.6,90.95,4.0
2016-09,City Hotel,CN,BB,Online TA,A,5,24,0,7,5,12,1373.76,114.48,2.4
2016-09,City Hotel,CN,SC,Online TA,A,8,14,1,5,4,9,884.99,98.33222222222223,1.125
2016-09,City Hotel,COL,SC,Online TA,A,1,6,0,1,2,3,261.9,87.3,3.0
2016-09,City Hotel,CYP,BB,Aviation,A,1,1,0,0,1,1,95.0,95.0,1.0
2016-09,City Hotel,CZE,BB,Groups,A,1,15,0,0,5,5,815.0,163.0,5.0
2016-09,City Hotel,CZE,BB,Online TA,A,3,12,0,1,6,7,908.25,129.75,2.3333333333333335
2016-09,City Hotel,CZE,SC,Online TA,A,3,10,0,0,5,5,600.6,120.12,1.6666666666666667
2016-09,City Hotel,DEU,BB,Corporate,A,2,2,0,2,0,2,225.76,112.88,1.0
2016-09,City Hotel,DEU,BB,Direct,A,8,43,0,8,12,20,2307.37,115.3685,2.5
2016-09,City Hotel,DEU,BB,Direct,D,3,30,0,6,9,15,2008.2999999999997,133.88666666666666,5.0
2016-09,City Hotel,DEU,BB,Direct,E,2,6,0,0,3,3,602.5,200.83333333333334,1.5
2016-09,City Hotel,DEU,BB,Direct,F,1,4,0,1,3,4,900.0,225.0,4.0
2016-09,City Hotel,DEU,BB,Direct,G,1,3,1,0,1,1,245.0,245.0,1.0
2016-09,City Hotel,DEU,BB,Groups,A,28,141,0,14,70,84,8821.5,105.01785714285714,3.0
2016-09,City Hotel,DEU,BB,Offline TA/TO,A,83,550,0,76,230,306,25885.98,84.59470588235294,3.6867469879518073
2016-09,City Hotel,DEU,BB,Offline TA/TO,B,2,20,0,2,8,10,807.5,80.75,5.0
2016-09,City Hotel,DEU,BB,Offline TA/TO,D,11,103,0,17,33,50,4953.81,99.07620000000001,4.545454545454546
2016-09,City Hotel,DEU,BB,Offline TA/TO,E,1,8,0,2,2,4,559.8,139.95,4.0
2016-09,City Hotel,DEU,BB,Online TA,A,65,317,6,63,105,168,19932.13,118.64363095238096,2.5846153846153848
2016-09,City Hotel,DEU,BB,Online TA,B,4,18,18,8,10,18,2169.88,120.5488888888889,4.5
2016-09,City Hotel,DEU,BB,Online TA,D,26,215,0,30,70,100,13586.24,135.8624,3.8461538461538463
2016-09,City Hotel,DEU,BB,Online TA,E,1,4,0,0,2,2,275.04,137.52,2.0
2016-09,City Hotel,DEU,BB,Online TA,F,4,41,20,6,12,18,3607.49,200.4161111111111,4.5
2016-09,City Hotel,DEU,BB,Online TA,G,2,22,0,2,9,11,1902.3200000000002,172.93818181818185,5.5
2016-09,City Hotel,DEU,HB,Offline TA/TO,A,74,338,0,26,151,177,19163.25,108.26694915254237,2.391891891891892
2016-09,City Hotel,DEU,HB,Online TA,A,1,2,1,0,1,1,194.85,194.85,1.0
2016-09,City Hotel,DEU,HB,Online TA,D,1,12,0,1,5,6,1026.0,171.0,6.0
2016-09,City Hotel,DEU,HB,Online TA,E,1,14,0,2,5,7,1007.5799999999999,143.94,7.0
2016-09,City Hotel,DEU,SC,Corporate,A,1,2,0,0,1,1,100.0,100.0,1.0
2016-09,City Hotel,DEU,SC,Direct,A,1,2,0,0,1,1,159.0,159.0,1.0
2016-09,City Hotel,DEU,SC,Offline TA/TO,A,1,2,0,0,1,1,76.5,76.5,1.0
2016-09,City Hotel,DEU,SC,Online TA,A,29,101,0,21,31,52,6060.5,116.54807692307692,1.793103448275862
2016-09,City Hotel,DNK,BB,Direct,G,1,6,6,1,2,3,680.8499999999999,226.94999999999996,3.0
2016-09,City Hotel,DNK,BB,Online TA,A,3,22,0,2,9,11,1233.87,112.16999999999999,3.6666666666666665
2016-09,City Hotel,DNK,BB,Online TA,D,1,6,0,0,2,2,327.6,163.8,2.0
2016-09,City Hotel,DNK,HB,Online TA,A,1,14,0,2,5,7,1136.03,162.29,7.0
2016-09,City Hotel,ESP,BB,Aviation,D,1,4,0,2,2,4,440.0,110.0,4.0
2016-09,City Hotel,ESP,BB,Corporate,E,1,1,0,0,1,1,125.0,125.0,1.0
2016-09,City Hotel,ESP,BB,Direct,A,7,20,4,8,6,14,1562.0,111.57142857142857,2.0
2016-09,City Hotel,ESP,BB,Direct,D,4,26,0,5,6,11,1849.0,168.0909090909091,2.75
2016-09,City Hotel,ESP,BB,Direct,E,2,5,0,1,2,3,513.64,171.21333333333334,1.5
2016-09,City Hotel,ESP,BB,Groups,A,1,4,0,0,4,4,432.0,108.0,4.0
2016-09,City Hotel,ESP,BB,Offline TA/TO,A,16,84,4,8,33,41,4355.77,106.23829268292684,2.5625
2016-09,City Hotel,ESP,BB,Offline TA/TO,D,3,10,0,1,9,10,1200.0,120.0,3.3333333333333335
2016-09,City Hotel,ESP,BB,Offline TA/TO,E,3,15,0,1,6,7,895.0,127.85714285714286,2.3333333333333335
2016-09,City Hotel,ESP,BB,Online TA,A,23,93,4,17,34,51,6796.6900000000005,133.26843137254903,2.217391304347826
2016-09,City Hotel,ESP,BB,Online TA,D,17,114,0,11,38,49,6863.4,140.06938775510204,2.8823529411764706
2016-09,City Hotel,ESP,BB,Online TA,E,1,6,0,0,3,3,458.40000000000003,152.8,3.0
2016-09,City Hotel,ESP,BB,Online TA,F,4,23,26,5,8,13,2586.9,198.9923076923077,3.25
2016-09,City Hotel,ESP,HB,Direct,D,1,8,4,2,2,4,688.12,172.03,4.0
2016-09,City Hotel,ESP,HB,Offline TA/TO,A,4,31,3,4,10,14,1659.28,118.52,3.5
2016-09,City Hotel,ESP,HB,Online TA,A,3,12,2,0,6,6,1058.4,176.4,2.0
2016-09,City Hotel,ESP,HB,Online TA,D,4,52,0,6,15,21,3408.66,162.31714285714284,5.25
2016-09,City Hotel,ESP,HB,Online TA,F,1,6,6,1,2,3,699.3,233.1,3.0
2016-09,City Hotel,ESP,SC,Corporate,A,2,4,0,0,2,2,200.0,100.0,1.0
2016-09,City Hotel,ESP,SC,Direct,A,1,2,0,1,0,1,172.0,172.0,1.0
2016-09,City Hotel,ESP,SC,Offline TA/TO,A,1,2,0,1,0,1,85.0,85.0,1.0
2016-09,City Hotel,ESP,SC,Online TA,A,16,51,0,8,24,32,4063.84,126.995,2.0
2016-09,City Hotel,EST,BB,Online TA,D,1,6,0,1,1,2,339.86,169.93,2.0
2016-09,City Hotel,EST,SC,Online TA,D,2,4,1,0,2,2,295.18,147.59,1.0
2016-09,City Hotel,FIN,BB,Direct,D,1,2,0,0,1,1,180.0,180.0,1.0
2016-09,City Hotel,FIN,BB,Offline TA/TO,A,1,6,0,2,4,6,510.0,85.0,6.0
2016-09,City Hotel,FIN,BB,Online TA,A,2,6,1,0,3,3,423.9,141.29999999999998,1.5
2016-09,City Hotel,FIN,BB,Online TA,D,4,40,0,7,13,20,2603.26,130.163,5.0
2016-09,City Hotel,FIN,BB,Online TA,F,1,10,5,2,3,5,888.3,177.66,5.0
2016-09,City Hotel,FIN,SC,Offline TA/TO,A,1,6,0,2,1,3,255.0,85.0,3.0
2016-09,City Hotel,FIN,SC,Online TA,A,1,2,0,0,2,2,236.0,118.0,2.0
2016-09,City Hotel,FRA,BB,Corporate,A,2,4,0,2,2,4,428.0,107.0,2.0
2016-09,City Hotel,FRA,BB,Corporate,D,2,6,0,2,4,6,660.0,110.0,3.0
2016-09,City Hotel,FRA,BB,Direct,A,3,16,0,4,8,12,1362.15,113.5125,4.0
2016-09,City Hotel,FRA,BB,Direct,D,2,26,0,4,9,13,1598.7,122.97692307692309,6.5
2016-09,City Hotel,FRA,BB,Direct,E,4,24,0,1,11,12,2073.34,172.77833333333334,3.0
2016-09,City Hotel,FRA,BB,Groups,A,52,202,0,12,98,110,7737.0,70.33636363636364,2.1153846153846154
2016-09,City Hotel,FRA,BB,Groups,B,1,4,0,0,2,2,130.0,65.0,2.0
2016-09,City Hotel,FRA,BB,Offline TA/TO,A,53,346,0,39,156,195,20652.54,105.91046153846155,3.6792452830188678
2016-09,City Hotel,FRA,BB,Offline TA/TO,D,3,15,0,1,8,9,1019.64,113.29333333333334,3.0
2016-09,City Hotel,FRA,BB,Online TA,A,43,253,0,37,89,126,15896.49,126.16261904761905,2.9302325581395348
2016-09,City Hotel,FRA,BB,Online TA,B,2,9,0,0,6,6,772.2,128.70000000000002,3.0
2016-09,City Hotel,FRA,BB,Online TA,D,53,361,0,45,122,167,24688.100000000002,147.83293413173655,3.150943396226415
2016-09,City Hotel,FRA,BB,Online TA,E,3,24,0,2,10,12,1472.4,122.7,4.0
2016-09,City Hotel,FRA,BB,Online TA,F,6,48,38,6,18,24,5323.51,221.81291666666667,4.0
2016-09,City Hotel,FRA,BB,Online TA,G,1,14,0,2,5,7,1248.9399999999998,178.42,7.0
2016-09,City Hotel,FRA,HB,Corporate,A,1,6,0,0,3,3,438.0,146.0,3.0
2016-09,City Hotel,FRA,HB,Groups,A,6,24,0,0,12,12,1080.0,90.0,2.0
2016-09,City Hotel,FRA,HB,Online TA,A,4,32,5,5,11,16,2642.1499999999996,165.13437499999998,4.0
2016-09,City Hotel,FRA,HB,Online TA,D,3,32,0,5,10,15,2844.0,189.6,5.0
2016-09,City Hotel,FRA,SC,Corporate,A,1,2,0,0,1,1,100.0,100.0,1.0
2016-09,City Hotel,FRA,SC,Online TA,A,32,136,7,28,46,74,8800.46,118.92513513513512,2.3125
2016-09,City Hotel,GAB,SC,Direct,A,1,2,0,1,1,2,344.0,172.0,2.0
2016-09,City Hotel,GBR,BB,Corporate,A,2,5,0,2,3,5,925.0,185.0,2.5
2016-09,City Hotel,GBR,BB,Direct,A,10,54,0,3,23,26,2628.1000000000004,101.08076923076925,2.6
2016-09,City Hotel,GBR,BB,Direct,D,6,26,0,3,12,15,1879.84,125.32266666666666,2.5
2016-09,City Hotel,GBR,BB,Direct,E,2,9,0,0,6,6,1024.5,170.75,3.0
2016-09,City Hotel,GBR,BB,Direct,F,1,1,0,0,1,1,205.63,205.63,1.0
2016-09,City Hotel,GBR,BB,Direct,G,2,7,0,1,3,4,988.0,247.0,2.0
2016-09,City Hotel,GBR,BB,Groups,A,4,12,0,0,12,12,1296.0,108.0,3.0
2016-09,City Hotel,GBR,BB,Offline TA/TO,A,32,199,0,43,56,99,9046.67,91.38050505050505,3.09375
2016-09,City Hotel,GBR,BB,Offline TA/TO,D,5,34,0,10,7,17,1623.25,95.48529411764706,3.4
2016-09,City Hotel,GBR,BB,Offline TA/TO,E,1,6,0,2,1,3,303.45000000000005,101.15000000000002,3.0
2016-09,City Hotel,GBR,BB,Online TA,A,62,400,25,45,160,205,24342.58,118.74429268292684,3.306451612903226
2016-09,City Hotel,GBR,BB,Online TA,B,4,40,0,4,16,20,2082.77,104.1385,5.0
2016-09,City Hotel,GBR,BB,Online TA,D,51,371,0,42,128,170,23222.66,136.60388235294118,3.3333333333333335
2016-09,City Hotel,GBR,BB,Online TA,E,4,19,0,2,8,10,1443.4,144.34,2.5
2016-09,City Hotel,GBR,BB,Online TA,F,7,45,22,5,15,20,4183.38,209.169,2.857142857142857
2016-09,City Hotel,GBR,HB,Corporate,A,1,6,0,0,3,3,438.0,146.0,3.0
2016-09,City Hotel,GBR,HB,Offline TA/TO,D,2,27,0,4,7,11,1611.35,146.48636363636362,5.5
2016-09,City Hotel,GBR,HB,Online TA,A,2,16,0,2,6,8,1271.05,158.88125,4.0
2016-09,City Hotel,GBR,HB,Online TA,D,2,15,0,2,5,7,1061.05,151.57857142857142,3.5
2016-09,City Hotel,GBR,SC,Offline TA/TO,A,3,18,0,5,4,9,857.0,95.22222222222223,3.0
2016-09,City Hotel,GBR,SC,Online TA,A,56,234,0,52,126,178,13680.52,76.85685393258427,3.1785714285714284
2016-09,City Hotel,GBR,SC,Online TA,E,3,3,0,3,0,3,585.0,195.0,1.0
2016-09,City Hotel,GRC,BB,Direct,A,1,3,0,1,2,3,522.99,174.33,3.0
2016-09,City Hotel,GRC,BB,Online TA,A,1,2,0,0,2,2,266.0,133.0,2.0
2016-09,City Hotel,HUN,BB,Direct,D,1,8,0,1,3,4,511.76,127.94,4.0
2016-09,City Hotel,HUN,BB,Online TA,D,2,12,0,0,5,5,775.8000000000001,155.16000000000003,2.5
2016-09,City Hotel,IND,BB,Direct,E,1,6,3,2,1,3,476.84999999999997,158.95,3.0
2016-09,City Hotel,IND,BB,Online TA,D,2,20,0,4,6,10,940.0,94.0,5.0
2016-09,City Hotel,IRL,BB,Direct,A,4,18,0,4,5,9,1047.6,116.39999999999999,2.25
2016-09,City Hotel,IRL,BB,Direct,D,3,18,1,2,7,9,1226.4,136.26666666666668,3.0
2016-09,City Hotel,IRL,BB,Groups,A,1,4,0,0,4,4,432.0,108.0,4.0
2016-09,City Hotel,IRL,BB,Offline TA/TO,A,4,25,0,5,7,12,1058.25,88.1875,3.0
2016-09,City Hotel,IRL,BB,Offline TA/TO,D,1,6,0,0,3,3,338.64,112.88,3.0
2016-09,City Hotel,IRL,BB,Online TA,A,10,66,0,15,20,35,3890.6,111.16,3.5
2016-09,City Hotel,IRL,BB,Online TA,D,4,36,0,5,13,18,2733.0,151.83333333333334,4.5
2016-09,City Hotel,IRL,HB,Online TA,D,1,14,0,2,5,7,1285.2,183.6,7.0
2016-09,City Hotel,IRL,SC,Online TA,A,8,36,0,5,13,18,1944.62,108.03444444444443,2.25
2016-09,City Hotel,IRL,SC,Online TA,D,1,2,0,0,1,1,155.81,155.81,1.0
2016-09,City Hotel,IRN,BB,Online TA,A,10,76,3,7,29,36,3943.9,109.55277777777778,3.6
2016-09,City Hotel,IRN,BB,Online TA,E,2,12,0,3,3,6,971.1999999999999,161.86666666666665,3.0
2016-09,City Hotel,IRQ,BB,Offline TA/TO,A,1,6,0,1,5,6,510.0,85.0,6.0
2016-09,City Hotel,ISL,BB,Online TA,A,1,18,0,2,7,9,998.1,110.9,9.0
2016-09,City Hotel,ISR,BB,Offline TA/TO,A,1,2,0,1,0,1,95.0,95.0,1.0
2016-09,City Hotel,ISR,BB,Offline TA/TO,D,2,15,0,0,6,6,765.3,127.55,3.0
2016-09,City Hotel,ISR,BB,Offline TA/TO,E,1,4,0,0,2,2,340.0,170.0,2.0
2016-09,City Hotel,ISR,BB,Online TA,A,3,30,0,8,7,15,1607.0,107.13333333333334,5.0
2016-09,City Hotel,ISR,BB,Online TA,D,5,27,0,3,9,12,1717.2,143.1,2.4
2016-09,City Hotel,ISR,SC,Online TA,A,1,6,0,1,2,3,321.09000000000003,107.03000000000002,3.0
2016-09,City Hotel,ITA,BB,Aviation,D,2,8,0,4,4,8,880.0,110.0,4.0
2016-09,City Hotel,ITA,BB,Corporate,D,2,7,0,2,5,7,888.76,126.96571428571428,3.5
2016-09,City Hotel,ITA,BB,Corporate,E,2,8,0,2,6,8,1454.32,181.79,4.0
2016-09,City Hotel,ITA,BB,Groups,A,3,15,0,0,9,9,922.0,102.44444444444444,3.0
2016-09,City Hotel,ITA,BB,Offline TA/TO,A,11,62,4,3,31,34,4067.12,119.62117647058824,3.090909090909091
2016-09,City Hotel,ITA,BB,Online TA,A,15,78,0,17,24,41,5134.780000000001,125.23853658536586,2.7333333333333334
2016-09,City Hotel,ITA,BB,Online TA,D,11,70,0,6,24,30,4383.94,146.13133333333332,2.727272727272727
2016-09,City Hotel,ITA,BB,Online TA,F,1,6,6,0,3,3,623.7,207.9,3.0
2016-09,City Hotel,ITA,BB,Online TA,G,1,4,0,0,2,2,487.8,243.9,2.0
2016-09,City Hotel,ITA,HB,Groups,A,29,122,0,31,29,60,6150.8,102.51333333333334,2.0689655172413794
2016-09,City Hotel,ITA,HB,Groups,B,2,8,0,2,2,4,384.0,96.0,2.0
2016-09,City Hotel,ITA,HB,Offline TA/TO,A,95,470,0,28,243,271,32562.5,120.15682656826569,2.8526315789473684
2016-09,City Hotel,ITA,HB,Online TA,A,2,12,0,3,3,6,966.5999999999999,161.1,3.0
2016-09,City Hotel,ITA,SC,Online TA,A,6,23,0,5,7,12,1559.99,129.99916666666667,2.0
2016-09,City Hotel,JPN,BB,Direct,A,1,3,0,0,1,1,125.0,125.0,1.0
2016-09,City Hotel,JPN,BB,Direct,B,2,2,0,0,2,2,300.0,150.0,1.0
2016-09,City Hotel,JPN,BB,Offline TA/TO,A,1,6,0,0,3,3,242.25,80.75,3.0
2016-09,City Hotel,JPN,BB,Online TA,A,2,13,5,2,6,8,1134.18,141.7725,4.0
2016-09,City Hotel,JPN,BB,Online TA,D,2,9,0,0,4,4,590.4000000000001,147.60000000000002,2.0
2016-09,City Hotel,JPN,SC,Offline TA/TO,A,1,4,0,0,2,2,170.0,85.0,2.0
2016-09,City Hotel,KAZ,BB,Online TA,D,1,4,0,0,2,2,419.0,209.5,2.0
2016-09,City Hotel,KOR,BB,Direct,A,1,6,0,2,1,3,261.9,87.3,3.0
